emoji,name,label
👷🏿‍♀,woman construction worker: dark skin tone,neutral
🫅,person with crown,neutral
🫅🏻,person with crown: light skin tone,neutral
🫅🏼,person with crown: medium-light skin tone,neutral
🫅🏽,person with crown: medium skin tone,neutral
🫅🏾,person with crown: medium-dark skin tone,neutral
🫅🏿,person with crown: dark skin tone,neutral
🤴,prince,neutral
🤴🏻,prince: light skin tone,neutral
🤴🏼,prince: medium-light skin tone,neutral
🤴🏽,prince: medium skin tone,neutral
🤴🏾,prince: medium-dark skin tone,neutral
🤴🏿,prince: dark skin tone,neutral
👸,princess,neutral
👸🏻,princess: light skin tone,neutral
👸🏼,princess: medium-light skin tone,neutral
👸🏽,princess: medium skin tone,neutral
👸🏾,princess: medium-dark skin tone,neutral
👸🏿,princess: dark skin tone,neutral
👳,person wearing turban,neutral
👳🏻,person wearing turban: light skin tone,neutral
👳🏼,person wearing turban: medium-light skin tone,neutral
👳🏽,person wearing turban: medium skin tone,neutral
👳🏾,person wearing turban: medium-dark skin tone,neutral
👳🏿,person wearing turban: dark skin tone,neutral
👳‍♂️,man wearing turban,neutral
👳‍♂,man wearing turban,neutral
👳🏻‍♂️,man wearing turban: light skin tone,neutral
👳🏻‍♂,man wearing turban: light skin tone,neutral
👳🏼‍♂️,man wearing turban: medium-light skin tone,neutral
👳🏼‍♂,man wearing turban: medium-light skin tone,neutral
👳🏽‍♂️,man wearing turban: medium skin tone,neutral
👳🏽‍♂,man wearing turban: medium skin tone,neutral
👳🏾‍♂️,man wearing turban: medium-dark skin tone,neutral
👳🏾‍♂,man wearing turban: medium-dark skin tone,neutral
👳🏿‍♂️,man wearing turban: dark skin tone,neutral
👳🏿‍♂,man wearing turban: dark skin tone,neutral
👳‍♀️,woman wearing turban,neutral
👳‍♀,woman wearing turban,neutral
👳🏻‍♀️,woman wearing turban: light skin tone,neutral
👳🏻‍♀,woman wearing turban: light skin tone,neutral
👳🏼‍♀️,woman wearing turban: medium-light skin tone,neutral
👳🏼‍♀,woman wearing turban: medium-light skin tone,neutral
👳🏽‍♀️,woman wearing turban: medium skin tone,neutral
👳🏽‍♀,woman wearing turban: medium skin tone,neutral
👳🏾‍♀️,woman wearing turban: medium-dark skin tone,neutral
👳🏾‍♀,woman wearing turban: medium-dark skin tone,neutral
👳🏿‍♀️,woman wearing turban: dark skin tone,neutral
👳🏿‍♀,woman wearing turban: dark skin tone,neutral
👲,person with skullcap,neutral
👲🏻,person with skullcap: light skin tone,neutral
👲🏼,person with skullcap: medium-light skin tone,neutral
👲🏽,person with skullcap: medium skin tone,neutral
👲🏾,person with skullcap: medium-dark skin tone,neutral
👲🏿,person with skullcap: dark skin tone,neutral
🧕,woman with headscarf,neutral
🧕🏻,woman with headscarf: light skin tone,neutral
🧕🏼,woman with headscarf: medium-light skin tone,neutral
🧕🏽,woman with headscarf: medium skin tone,neutral
🧕🏾,woman with headscarf: medium-dark skin tone,neutral
🧕🏿,woman with headscarf: dark skin tone,neutral
🤵,person in tuxedo,neutral
🤵🏻,person in tuxedo: light skin tone,neutral
🤵🏼,person in tuxedo: medium-light skin tone,neutral
🤵🏽,person in tuxedo: medium skin tone,neutral
🤵🏾,person in tuxedo: medium-dark skin tone,neutral
🤵🏿,person in tuxedo: dark skin tone,neutral
🤵‍♂️,man in tuxedo,neutral
🤵‍♂,man in tuxedo,neutral
🤵🏻‍♂️,man in tuxedo: light skin tone,neutral
🤵🏻‍♂,man in tuxedo: light skin tone,neutral
🤵🏼‍♂️,man in tuxedo: medium-light skin tone,neutral
🤵🏼‍♂,man in tuxedo: medium-light skin tone,neutral
🤵🏽‍♂️,man in tuxedo: medium skin tone,neutral
🤵🏽‍♂,man in tuxedo: medium skin tone,neutral
🤵🏾‍♂️,man in tuxedo: medium-dark skin tone,neutral
🤵🏾‍♂,man in tuxedo: medium-dark skin tone,neutral
🤵🏿‍♂️,man in tuxedo: dark skin tone,neutral
🤵🏿‍♂,man in tuxedo: dark skin tone,neutral
🤵‍♀️,woman in tuxedo,neutral
🤵‍♀,woman in tuxedo,neutral
🤵🏻‍♀️,woman in tuxedo: light skin tone,neutral
🤵🏻‍♀,woman in tuxedo: light skin tone,neutral
🤵🏼‍♀️,woman in tuxedo: medium-light skin tone,neutral
🤵🏼‍♀,woman in tuxedo: medium-light skin tone,neutral
🤵🏽‍♀️,woman in tuxedo: medium skin tone,neutral
🤵🏽‍♀,woman in tuxedo: medium skin tone,neutral
🤵🏾‍♀️,woman in tuxedo: medium-dark skin tone,neutral
🤵🏾‍♀,woman in tuxedo: medium-dark skin tone,neutral
🤵🏿‍♀️,woman in tuxedo: dark skin tone,neutral
🤵🏿‍♀,woman in tuxedo: dark skin tone,neutral
👰,person with veil,neutral
👰🏻,person with veil: light skin tone,neutral
👰🏼,person with veil: medium-light skin tone,neutral
👰🏽,person with veil: medium skin tone,neutral
👰🏾,person with veil: medium-dark skin tone,neutral
👰🏿,person with veil: dark skin tone,neutral
👰‍♂️,man with veil,neutral
👰‍♂,man with veil,neutral
👰🏻‍♂️,man with veil: light skin tone,neutral
👰🏻‍♂,man with veil: light skin tone,neutral
👰🏼‍♂️,man with veil: medium-light skin tone,neutral
👰🏼‍♂,man with veil: medium-light skin tone,neutral
👰🏽‍♂️,man with veil: medium skin tone,neutral
👰🏽‍♂,man with veil: medium skin tone,neutral
👰🏾‍♂️,man with veil: medium-dark skin tone,neutral
👰🏾‍♂,man with veil: medium-dark skin tone,neutral
👰🏿‍♂️,man with veil: dark skin tone,neutral
👰🏿‍♂,man with veil: dark skin tone,neutral
👰‍♀️,woman with veil,neutral
👰‍♀,woman with veil,neutral
👰🏻‍♀️,woman with veil: light skin tone,neutral
👰🏻‍♀,woman with veil: light skin tone,neutral
👰🏼‍♀️,woman with veil: medium-light skin tone,neutral
👰🏼‍♀,woman with veil: medium-light skin tone,neutral
👰🏽‍♀️,woman with veil: medium skin tone,neutral
👰🏽‍♀,woman with veil: medium skin tone,neutral
👰🏾‍♀️,woman with veil: medium-dark skin tone,neutral
👰🏾‍♀,woman with veil: medium-dark skin tone,neutral
👰🏿‍♀️,woman with veil: dark skin tone,neutral
👰🏿‍♀,woman with veil: dark skin tone,neutral
🤰,pregnant woman,neutral
🤰🏻,pregnant woman: light skin tone,neutral
🤰🏼,pregnant woman: medium-light skin tone,neutral
🤰🏽,pregnant woman: medium skin tone,neutral
🤰🏾,pregnant woman: medium-dark skin tone,neutral
🤰🏿,pregnant woman: dark skin tone,neutral
🫃,pregnant man,neutral
🫃🏻,pregnant man: light skin tone,neutral
🫃🏼,pregnant man: medium-light skin tone,neutral
🫃🏽,pregnant man: medium skin tone,neutral
🫃🏾,pregnant man: medium-dark skin tone,neutral
🫃🏿,pregnant man: dark skin tone,neutral
🫄,pregnant person,neutral
🫄🏻,pregnant person: light skin tone,neutral
🫄🏼,pregnant person: medium-light skin tone,neutral
🫄🏽,pregnant person: medium skin tone,neutral
🫄🏾,pregnant person: medium-dark skin tone,neutral
🫄🏿,pregnant person: dark skin tone,neutral
🤱,breast-feeding,neutral
🤱🏻,breast-feeding: light skin tone,neutral
🤱🏼,breast-feeding: medium-light skin tone,neutral
🤱🏽,breast-feeding: medium skin tone,neutral
🤱🏾,breast-feeding: medium-dark skin tone,neutral
🤱🏿,breast-feeding: dark skin tone,neutral
👩‍🍼,woman feeding baby,neutral
👩🏻‍🍼,woman feeding baby: light skin tone,neutral
👩🏼‍🍼,woman feeding baby: medium-light skin tone,neutral
👩🏽‍🍼,woman feeding baby: medium skin tone,neutral
👩🏾‍🍼,woman feeding baby: medium-dark skin tone,neutral
👩🏿‍🍼,woman feeding baby: dark skin tone,neutral
👨‍🍼,man feeding baby,neutral
👨🏻‍🍼,man feeding baby: light skin tone,neutral
👨🏼‍🍼,man feeding baby: medium-light skin tone,neutral
👨🏽‍🍼,man feeding baby: medium skin tone,neutral
👨🏾‍🍼,man feeding baby: medium-dark skin tone,neutral
👨🏿‍🍼,man feeding baby: dark skin tone,neutral
🧑‍🍼,person feeding baby,neutral
🧑🏻‍🍼,person feeding baby: light skin tone,neutral
🧑🏼‍🍼,person feeding baby: medium-light skin tone,neutral
🧑🏽‍🍼,person feeding baby: medium skin tone,neutral
🧑🏾‍🍼,person feeding baby: medium-dark skin tone,neutral
🧑🏿‍🍼,person feeding baby: dark skin tone,neutral
👼,baby angel,neutral
👼🏻,baby angel: light skin tone,neutral
👼🏼,baby angel: medium-light skin tone,neutral
👼🏽,baby angel: medium skin tone,neutral
👼🏾,baby angel: medium-dark skin tone,neutral
👼🏿,baby angel: dark skin tone,neutral
🎅,Santa Claus,neutral
🎅🏻,Santa Claus: light skin tone,neutral
🎅🏼,Santa Claus: medium-light skin tone,neutral
🎅🏽,Santa Claus: medium skin tone,neutral
🎅🏾,Santa Claus: medium-dark skin tone,neutral
🎅🏿,Santa Claus: dark skin tone,neutral
🤶,Mrs. Claus,neutral
🤶🏻,Mrs. Claus: light skin tone,neutral
🤶🏼,Mrs. Claus: medium-light skin tone,neutral
🤶🏽,Mrs. Claus: medium skin tone,neutral
🤶🏾,Mrs. Claus: medium-dark skin tone,neutral
🤶🏿,Mrs. Claus: dark skin tone,neutral
🧑‍🎄,mx claus,neutral
🧑🏻‍🎄,mx claus: light skin tone,neutral
🧑🏼‍🎄,mx claus: medium-light skin tone,neutral
🧑🏽‍🎄,mx claus: medium skin tone,neutral
🧑🏾‍🎄,mx claus: medium-dark skin tone,neutral
🧑🏿‍🎄,mx claus: dark skin tone,neutral
🦸,superhero,neutral
🦸🏻,superhero: light skin tone,neutral
🦸🏼,superhero: medium-light skin tone,neutral
🦸🏽,superhero: medium skin tone,neutral
🦸🏾,superhero: medium-dark skin tone,neutral
🦸🏿,superhero: dark skin tone,neutral
🦸‍♂️,man superhero,neutral
🦸‍♂,man superhero,neutral
🦸🏻‍♂️,man superhero: light skin tone,neutral
🦸🏻‍♂,man superhero: light skin tone,neutral
🦸🏼‍♂️,man superhero: medium-light skin tone,neutral
🦸🏼‍♂,man superhero: medium-light skin tone,neutral
🦸🏽‍♂️,man superhero: medium skin tone,neutral
🦸🏽‍♂,man superhero: medium skin tone,neutral
🦸🏾‍♂️,man superhero: medium-dark skin tone,neutral
🦸🏾‍♂,man superhero: medium-dark skin tone,neutral
🦸🏿‍♂️,man superhero: dark skin tone,neutral
🦸🏿‍♂,man superhero: dark skin tone,neutral
🦸‍♀️,woman superhero,neutral
🦸‍♀,woman superhero,neutral
🦸🏻‍♀️,woman superhero: light skin tone,neutral
🦸🏻‍♀,woman superhero: light skin tone,neutral
🦸🏼‍♀️,woman superhero: medium-light skin tone,neutral
🦸🏼‍♀,woman superhero: medium-light skin tone,neutral
🦸🏽‍♀️,woman superhero: medium skin tone,neutral
🦸🏽‍♀,woman superhero: medium skin tone,neutral
🦸🏾‍♀️,woman superhero: medium-dark skin tone,neutral
🦸🏾‍♀,woman superhero: medium-dark skin tone,neutral
🦸🏿‍♀️,woman superhero: dark skin tone,neutral
🦸🏿‍♀,woman superhero: dark skin tone,neutral
🦹,supervillain,neutral
🦹🏻,supervillain: light skin tone,neutral
🦹🏼,supervillain: medium-light skin tone,neutral
🦹🏽,supervillain: medium skin tone,neutral
🦹🏾,supervillain: medium-dark skin tone,neutral
🦹🏿,supervillain: dark skin tone,neutral
🦹‍♂️,man supervillain,neutral
🦹‍♂,man supervillain,neutral
🦹🏻‍♂️,man supervillain: light skin tone,neutral
🦹🏻‍♂,man supervillain: light skin tone,neutral
🦹🏼‍♂️,man supervillain: medium-light skin tone,neutral
🦹🏼‍♂,man supervillain: medium-light skin tone,neutral
🦹🏽‍♂️,man supervillain: medium skin tone,neutral
🦹🏽‍♂,man supervillain: medium skin tone,neutral
🦹🏾‍♂️,man supervillain: medium-dark skin tone,neutral
🦹🏾‍♂,man supervillain: medium-dark skin tone,neutral
🦹🏿‍♂️,man supervillain: dark skin tone,neutral
🦹🏿‍♂,man supervillain: dark skin tone,neutral
🦹‍♀️,woman supervillain,neutral
🦹‍♀,woman supervillain,neutral
🦹🏻‍♀️,woman supervillain: light skin tone,neutral
🦹🏻‍♀,woman supervillain: light skin tone,neutral
🦹🏼‍♀️,woman supervillain: medium-light skin tone,neutral
🦹🏼‍♀,woman supervillain: medium-light skin tone,neutral
🦹🏽‍♀️,woman supervillain: medium skin tone,neutral
🦹🏽‍♀,woman supervillain: medium skin tone,neutral
🦹🏾‍♀️,woman supervillain: medium-dark skin tone,neutral
🦹🏾‍♀,woman supervillain: medium-dark skin tone,neutral
🦹🏿‍♀️,woman supervillain: dark skin tone,neutral
🦹🏿‍♀,woman supervillain: dark skin tone,neutral
🧙,mage,neutral
🧙🏻,mage: light skin tone,neutral
🧙🏼,mage: medium-light skin tone,neutral
🧙🏽,mage: medium skin tone,neutral
🧙🏾,mage: medium-dark skin tone,neutral
🧙🏿,mage: dark skin tone,neutral
🧙‍♂️,man mage,neutral
🧙‍♂,man mage,neutral
🧙🏻‍♂️,man mage: light skin tone,neutral
🧙🏻‍♂,man mage: light skin tone,neutral
🧙🏼‍♂️,man mage: medium-light skin tone,neutral
🧙🏼‍♂,man mage: medium-light skin tone,neutral
🧙🏽‍♂️,man mage: medium skin tone,neutral
🧙🏽‍♂,man mage: medium skin tone,neutral
🧙🏾‍♂️,man mage: medium-dark skin tone,neutral
🧙🏾‍♂,man mage: medium-dark skin tone,neutral
🧙🏿‍♂️,man mage: dark skin tone,neutral
🧙🏿‍♂,man mage: dark skin tone,neutral
🧙‍♀️,woman mage,neutral
🧙‍♀,woman mage,neutral
🧙🏻‍♀️,woman mage: light skin tone,neutral
🧙🏻‍♀,woman mage: light skin tone,neutral
🧙🏼‍♀️,woman mage: medium-light skin tone,neutral
🧙🏼‍♀,woman mage: medium-light skin tone,neutral
🧙🏽‍♀️,woman mage: medium skin tone,neutral
🧙🏽‍♀,woman mage: medium skin tone,neutral
🧙🏾‍♀️,woman mage: medium-dark skin tone,neutral
🧙🏾‍♀,woman mage: medium-dark skin tone,neutral
🧙🏿‍♀️,woman mage: dark skin tone,neutral
🧙🏿‍♀,woman mage: dark skin tone,neutral
🧚,fairy,neutral
🧚🏻,fairy: light skin tone,neutral
🧚🏼,fairy: medium-light skin tone,neutral
🧚🏽,fairy: medium skin tone,neutral
🧚🏾,fairy: medium-dark skin tone,neutral
🧚🏿,fairy: dark skin tone,neutral
🧚‍♂️,man fairy,neutral
🧚‍♂,man fairy,neutral
🧚🏻‍♂️,man fairy: light skin tone,neutral
🧚🏻‍♂,man fairy: light skin tone,neutral
🧚🏼‍♂️,man fairy: medium-light skin tone,neutral
🧚🏼‍♂,man fairy: medium-light skin tone,neutral
🧚🏽‍♂️,man fairy: medium skin tone,neutral
🧚🏽‍♂,man fairy: medium skin tone,neutral
🧚🏾‍♂️,man fairy: medium-dark skin tone,neutral
🧚🏾‍♂,man fairy: medium-dark skin tone,neutral
🧚🏿‍♂️,man fairy: dark skin tone,neutral
🧚🏿‍♂,man fairy: dark skin tone,neutral
🧚‍♀️,woman fairy,neutral
🧚‍♀,woman fairy,neutral
🧚🏻‍♀️,woman fairy: light skin tone,neutral
🧚🏻‍♀,woman fairy: light skin tone,neutral
🧚🏼‍♀️,woman fairy: medium-light skin tone,neutral
🧚🏼‍♀,woman fairy: medium-light skin tone,neutral
🧚🏽‍♀️,woman fairy: medium skin tone,neutral
🧚🏽‍♀,woman fairy: medium skin tone,neutral
🧚🏾‍♀️,woman fairy: medium-dark skin tone,neutral
🧚🏾‍♀,woman fairy: medium-dark skin tone,neutral
🧚🏿‍♀️,woman fairy: dark skin tone,neutral
🧚🏿‍♀,woman fairy: dark skin tone,neutral
🧛,vampire,neutral
🧛🏻,vampire: light skin tone,neutral
🧛🏼,vampire: medium-light skin tone,neutral
🧛🏽,vampire: medium skin tone,neutral
🧛🏾,vampire: medium-dark skin tone,neutral
🧛🏿,vampire: dark skin tone,neutral
